x,y,label_id,label_name,image_path
-0.2417498,0.03718729,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4413451329.jpg
0.12054681,-0.08182704,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4923997493.jpg
0.053465664,0.04544376,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3772573126.jpg
-0.03235982,-0.14627777,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5006884608.jpg
0.017419703,0.06268603,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4407103168.jpg
0.20175232,-0.05722102,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2397594714.jpg
0.11100568,-0.07285961,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3915572747.jpg
0.0024052223,0.2086236,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3759414752.jpg
0.12138491,0.19952649,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5293030829.jpg
0.06256277,0.16591483,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3067595094.jpg
-0.06576958,-0.1757004,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5828364647.jpg
-0.08359312,0.080746874,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4936130727.jpg
0.12510513,-0.115183495,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5828649711.jpg
-0.2795785,0.07286458,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2864873818.jpg
-0.010618152,0.3479927,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3333161156.jpg
0.016475184,-0.20310554,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2862464430.jpg
-0.27814633,0.09190539,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4919196318.jpg
0.13210239,0.30850452,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3330878494.jpg
0.18328124,0.23192692,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4172222365.jpg
-0.002209944,0.04087242,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2826134088.jpg
-0.21404329,0.19423892,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4413366356.jpg
0.16495784,-0.003034664,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3902971474.jpg
0.0014166738,0.09970965,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2818595516.jpg
-0.21460922,-0.21646777,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3335298409.jpg
-0.11633802,-0.050904743,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5134593347.jpg
0.08353396,-0.24093068,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2823247256.jpg
0.004697724,0.13105291,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3888721153.jpg
-0.27435738,0.026194843,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis2856593416.jpg
0.26096484,0.031764813,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5230649493.jpg
-0.071573146,-0.15982454,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4413535368.jpg
0.21978739,0.055998825,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4919472521.jpg
-0.20470971,0.09262658,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3337991494.jpg
-0.16861756,0.11205053,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4006706065.jpg
-0.30591494,0.11866315,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3355587917.jpg
-0.30257592,0.12121853,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3067688053.jpg
0.14168973,-0.0035440195,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3067795024.jpg
-0.33119032,-0.115123935,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3947475866.jpg
-0.2830141,0.15639074,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3067672094.jpg
0.019092929,-0.116331756,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3712596063.jpg
0.13552704,0.12822789,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5237491695.jpg
-0.41237354,-0.10483415,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3070568412.jpg
-0.13104993,-0.09599541,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis1846864621.jpg
-0.034300026,0.13740055,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis4926217091.jpg
0.05797101,-0.13729173,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis5760699384.jpg
-0.0851444,-0.07158354,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3902394404.jpg
0.03022619,0.19683468,0,Bombus_affinis,/home/su/bumblebee_bplusplus/GBIF_MA_BUMBLEBEES/prepared_split/train/Bombus_affinis/Bombus_affinis3067828495.jpg
